orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_monitoring-stack-smart-plug-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_disk_reads_powerstorm_marketing-campaign_0_client,raspberrypi4_disk_reads_monitoring-stack-smart-plug-1,raspberrypi0_disk_reads_6g-sandbox-engine-worker-1,raspberrypi0_disk_reads_monitoring-stack-smart-plug-module-1,raspberrypi0_disk_reads_monitoring-stack-stream-events-1,orin_memory_ubuntu,orin_memory_[none],orin_memory_[none],orin_memory_powerstorm_marketing-campaign_0_client,orin_memory_powerstorm_marketing-campaign_0_client,raspberrypi4_memory_ubuntu,raspberrypi4_memory_ubuntu,raspberrypi4_memory_[none],raspberrypi0_memory_[none],raspberrypi0_memory_ubuntu,raspberrypi0_memory_[none],raspberrypi0_memory_ubuntu,orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_monitoring-stack-smart-plug-1,orin_network_sent_powerstorm_marketing-campaign_0_client,orin_network_sent_powerstorm_marketing-campaign_0_client,raspberrypi4_network_sent_6g-sandbox-engine-worker-1,raspberrypi4_network_sent_monitoring-stack-smart-plug-1,raspberrypi0_network_sent_6g-sandbox-engine-worker-1,raspberrypi0_network_sent_monitoring-stack-smart-plug-module-1,raspberrypi0_network_sent_monitoring-stack-stream-events-1,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_monitoring-stack-smart-plug-1,orin_network_received_powerstorm_marketing-campaign_0_client,orin_network_received_powerstorm_marketing-campaign_0_client,raspberrypi4_network_received_6g-sandbox-engine-worker-1,raspberrypi4_network_received_monitoring-stack-smart-plug-1,raspberrypi0_network_received_6g-sandbox-engine-worker-1,raspberrypi0_network_received_monitoring-stack-smart-plug-module-1,raspberrypi0_network_received_monitoring-stack-stream-events-1,orin_cpu_6g-sandbox-consul-1,orin_cpu_6g-sandbox-prometheus-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_monitoring-stack-smart-plug-1,orin_cpu_powerstorm_marketing-campaign_0_client,orin_cpu_powerstorm_marketing-campaign_0_client,raspberrypi4_cpu_monitoring-stack-smart-plug-1,raspberrypi0_cpu_monitoring-stack-stream-events-1,orin_temp,raspberrypi4_temp,raspberrypi0_temp,orin_memory,raspberrypi4_memory,raspberrypi0_memory,orin_disk_writes,raspberrypi4_disk_writes,raspberrypi0_disk_writes,orin_disk_reads,raspberrypi4_disk_reads,raspberrypi0_disk_reads,orin_network_sent,raspberrypi4_network_sent,raspberrypi0_network_sent,orin_network_received,raspberrypi4_network_received,raspberrypi0_network_received,raspberrypi0_power_module,orin_power,raspberrypi4_power,raspberrypi0_power,orin_cpu,raspberrypi4_cpu,raspberrypi0_cpu
0,0,0,0,,0,,0,0,264822800,78389250,1193279500,7120306000,,0,0,0,0,0,0,0,9321.637065,13.2,1321.5991,7281899,,72324.47607,1745.88234,56206.5598,214.4405,206.2509,270157.23558,13.2,760.67702,443498.5,,71546.670792,1081.461796,52737.8471,155.25236,164.78295,0.6340368,8.2861168,1.0247965,0.3005814,0.8658808,276.312756,,0.3143798,0.2176587,44.643,55.3745,64.757,4998.6632,959.59374,827.09296,-148.78349,-622.4000118,-14.4,3.268449,0,0,-51.846582,-227.7255562,-253.9512948,1506.23166,8.1464374,14.9822542,1.063,10.815,6.4328,4.652,23.2810011,8.4482683,20.8000984
0,0,0,0,,0,,0,0,264822800,78389250,1193279500,7120306000,,0,0,0,0,0,0,0,9321.637065,13.2,1321.5991,7281899,,72324.47607,1745.88234,62459.0269,171.5231,220.1097,270157.23558,13.2,760.67702,443498.5,,71546.670792,1081.461796,58647.0719,112.38856,172.0787,0.6340368,8.2861168,1.0247965,0.3005814,0.8658808,276.312756,,0.3143798,0.2176587,44.4723333333333,55.0995,62.322,4998.6632,959.59374,827.09296,-148.78349,-622.4000118,-14.4,3.268449,0,0,-51.846582,-227.7255562,-253.9512948,1506.23166,8.1464374,14.9822542,1.044,10.815,6.4328,4.538,23.2810011,8.4482683,20.8000984
0,0,0,0,,0,,0,0,254047040,78389250,1193424500,7120306000,68526080,0,0,0,0,0,0,0,6348.486603,249.6,1642.62836,7281899,3167.3755333,72324.47607,1745.88234,62459.0269,171.5231,220.1097,133338.39446,49.6,1034.16832,443498.5,1245836.8127066,71546.670792,1081.461796,58647.0719,112.38856,172.0787,0.5901876,7.5740716,0.9360846,4.063413,0.4718538,276.312756,,0.3143798,0.2176587,44.4723333333333,55.0995,62.322,5055.251,959.59374,827.09296,-679.9145988,-622.4000118,-14.4,2.331551,0,0,-101.888678,-227.7255562,-253.9512948,20240.46074,8.1464374,14.9822542,1.044,11.829,6.4328,4.538,31.823469,8.4482683,20.8000984
0,0,0,0,,0,,0,0,254047040,78389250,1193424500,7120306000,68526080,0,0,0,0,0,0,0,6348.486603,249.6,1642.62836,7281899,3167.3755333,81637.12473,1480.6942,62459.0269,171.5231,220.1097,133338.39446,49.6,1034.16832,443498.5,1245836.8127066,80619.5675,841.19094,58647.0719,112.38856,172.0787,0.5901876,7.5740716,0.9360846,4.063413,0.4718538,276.312756,,0.3041218,0.1166896,44.4723333333333,55.0995,62.322,5055.251,964.26874,836.86798,-679.9145988,-28.8,-1.6,2.331551,0,0,-101.888678,-227.8420864,-250.7045266,20240.46074,7.7913342,9.8243536,1.044,11.829,5.506,4.538,31.823469,7.5280312,13.662791
0,0,0,0,,0,,0,0,254047040,78389250,1193424500,7120306000,68526080,0,0,0,0,0,0,0,6348.486603,249.6,1642.62836,7281899,3167.3755333,81637.12473,1480.6942,62459.0269,171.5231,220.1097,133338.39446,49.6,1034.16832,443498.5,1245836.8127066,80619.5675,841.19094,58647.0719,112.38856,172.0787,0.5901876,7.5740716,0.9360846,4.063413,0.4718538,276.312756,,0.3041218,0.1166896,44.4723333333333,55.0995,62.322,5055.251,964.26874,836.86798,-679.9145988,-28.8,-1.6,2.331551,0,0,-101.888678,-227.8420864,-250.7045266,20240.46074,7.7913342,9.8243536,1.044,11.829,5.506,4.538,31.823469,7.5280312,13.662791
0,0,0,0,,0,,0,0,254047040,78389250,1193424500,7120306000,68526080,0,0,0,0,0,0,0,6348.486603,249.6,1642.62836,7281899,3167.3755333,81637.12473,1480.6942,62459.0269,171.5231,220.1097,133338.39446,49.6,1034.16832,443498.5,1245836.8127066,80619.5675,841.19094,58647.0719,112.38856,172.0787,0.5901876,7.5740716,0.9360846,4.063413,0.4718538,276.312756,,0.3041218,0.1166896,44.4723333333333,55.0995,62.322,5055.251,964.26874,836.86798,-679.9145988,-28.8,-1.6,2.331551,0,0,-101.888678,-227.8420864,-250.7045266,20240.46074,7.7913342,9.8243536,1.044,11.829,5.506,4.538,31.823469,7.5280312,13.662791
0,0,0,0,,0,,0,0,254047040,78389250,1193424500,7120306000,68526080,0,0,0,0,0,0,0,6348.486603,249.6,1642.62836,7281899,3167.3755333,81637.12473,1480.6942,62459.0269,171.5231,220.1097,133338.39446,49.6,1034.16832,443498.5,1245836.8127066,80619.5675,841.19094,58647.0719,112.38856,172.0787,0.5901876,7.5740716,0.9360846,4.063413,0.4718538,276.312756,,0.3041218,0.1166896,44.4723333333333,55.0995,62.322,5055.251,964.26874,836.86798,-679.9145988,-28.8,-1.6,2.331551,0,0,-101.888678,-227.8420864,-250.7045266,20240.46074,7.7913342,9.8243536,1.044,11.829,5.506,4.538,31.823469,7.5280312,13.662791
0,0,0,0,0,0,,0,0,251417420,78391708,1193605520,7120306000,238894260,0,0,0,0,0,0,0,18611.595817,667.30404,1278.09596,7281899,10011.82846,81637.12473,1480.6942,62459.0269,171.5231,220.1097,3728712.760328,664.00284,782.881,443498.5,2588490.69872,80619.5675,841.19094,58647.0719,112.38856,172.0787,0.6727193,9.4845681,0.9084632,1.0670489,0.738299,276.312756,,0.3041218,0.1166896,44.4723333333333,55.0995,62.322,5206.4552,964.26874,836.86798,-3406.69238,-28.8,-1.6,0,0,0,-121.908474,-227.8420864,-250.7045266,10552.66168,7.7913342,9.8243536,1.044,11.867,5.506,4.538,31.763524,7.5280312,13.662791
0,0,0,0,0,0,,0,0,251417420,78391708,1193605520,7120306000,238894260,0,0,0,0,0,0,0,18611.595817,667.30404,1278.09596,7281899,10011.82846,72584.828112,1492.91086,62459.0269,171.5231,220.1097,3728712.760328,664.00284,782.881,443498.5,2588490.69872,71726.8990954,942.586544,58647.0719,112.38856,172.0787,0.6727193,9.4845681,0.9084632,1.0670489,0.738299,276.312756,,0.316998,0.1884519,44.4723333333333,55.0995,62.322,5206.4552,968.88124,841.13516,-3406.69238,-236.5603,-11.9999996,0,0,0,-121.908474,-229.772084,-250.0763294,10552.66168,9.3081218,11.0338614,1.044,11.867,5.4604,4.538,31.763524,7.4728643,9.9176598
0,0,0,0,0,0,,0,0,251417420,78391708,1193605520,7120306000,238894260,0,0,0,0,0,0,0,18611.595817,667.30404,1278.09596,7281899,10011.82846,72584.828112,1492.91086,62459.0269,171.5231,220.1097,3728712.760328,664.00284,782.881,443498.5,2588490.69872,71726.8990954,942.586544,58647.0719,112.38856,172.0787,0.6727193,9.4845681,0.9084632,1.0670489,0.738299,276.312756,,0.316998,0.1884519,44.4723333333333,55.0995,62.322,5206.4552,968.88124,841.13516,-3406.69238,-236.5603,-11.9999996,0,0,0,-121.908474,-229.772084,-250.0763294,10552.66168,9.3081218,11.0338614,1.044,11.867,5.4604,4.538,31.763524,7.4728643,9.9176598
0,0,0,0,0,0,,0,0,251417420,78391708,1193605520,7120306000,238894260,0,0,0,0,0,0,0,18611.595817,667.30404,1278.09596,7281899,10011.82846,72584.828112,1492.91086,62459.0269,171.5231,220.1097,3728712.760328,664.00284,782.881,443498.5,2588490.69872,71726.8990954,942.586544,58647.0719,112.38856,172.0787,0.6727193,9.4845681,0.9084632,1.0670489,0.738299,276.312756,,0.316998,0.1884519,44.4723333333333,55.0995,62.322,5206.4552,968.88124,841.13516,-3406.69238,-236.5603,-11.9999996,0,0,0,-121.908474,-229.772084,-250.0763294,10552.66168,9.3081218,11.0338614,1.044,11.867,5.4604,4.538,31.763524,7.4728643,9.9176598
0,0,0,0,0,0,,0,0,251417420,78391708,1193605520,7120306000,238894260,0,0,0,0,0,0,0,18611.595817,667.30404,1278.09596,7281899,10011.82846,72584.828112,1492.91086,64172.7359,184.4369,211.1398,3728712.760328,664.00284,782.881,443498.5,2588490.69872,71726.8990954,942.586544,60318.0338,128.6079,163.09006,0.6727193,9.4845681,0.9084632,1.0670489,0.738299,276.312756,,0.316998,0.1884519,44.5166666666667,53.709,61.835,5206.4552,968.88124,841.13516,-3406.69238,-236.5603,-11.9999996,0,0,0,-121.908474,-229.772084,-250.0763294,10552.66168,9.3081218,11.0338614,1.044,11.867,5.4604,3.759,31.763524,7.4728643,9.9176598
0,0,0,0,0,0,,0,0,251434640,78391708,1193928300,7120306000,374660300,0,0,0,0,0,0,0,28649.081313,533.52988,1676.21282,7281899,22476.74624,72584.828112,1492.91086,64172.7359,184.4369,211.1398,4026157.756934,484.73626,1006.31478,443498.5,3642945.48688,71726.8990954,942.586544,60318.0338,128.6079,163.09006,0.6409435,7.0816166,0.8192581,0.5715738,0.4851657,276.312756,177.282882,0.316998,0.1884519,44.5166666666667,53.709,61.835,5378.7788,968.88124,841.13516,-245.40949,-236.5603,-11.9999996,3.2,0,0,-192.170008,-229.772084,-250.0763294,31339.4656,9.3081218,11.0338614,1.044,11.924,5.4604,3.759,42.0090292,7.4728643,9.9176598
0,0,0,0,0,0,,0,0,251434640,78391708,1193928300,7120306000,374660300,0,0,0,0,0,0,0,28649.081313,533.52988,1676.21282,7281899,22476.74624,77433.975604,1448.60982,64172.7359,184.4369,211.1398,4026157.756934,484.73626,1006.31478,443498.5,3642945.48688,76808.665348,918.06064,60318.0338,128.6079,163.09006,0.6409435,7.0816166,0.8192581,0.5715738,0.4851657,276.312756,177.282882,0.2747891,0.1710979,44.5166666666667,53.709,61.835,5378.7788,973.34064,843.68906,-245.40949,-169.096402,-217.897002,3.2,0,0,-192.170008,-232.6288516,-229.4751492,31339.4656,9.9766818,10.6858112,1.044,11.924,5.392,3.759,42.0090292,6.9610275,8.6539834
0,0,0,0,0,0,,0,0,251434640,78391708,1193928300,7120306000,374660300,0,0,0,0,0,0,0,28649.081313,533.52988,1676.21282,7281899,22476.74624,77433.975604,1448.60982,64172.7359,184.4369,211.1398,4026157.756934,484.73626,1006.31478,443498.5,3642945.48688,76808.665348,918.06064,60318.0338,128.6079,163.09006,0.6409435,7.0816166,0.8192581,0.5715738,0.4851657,276.312756,177.282882,0.2747891,0.1710979,44.5166666666667,53.709,61.835,5378.7788,973.34064,843.68906,-245.40949,-169.096402,-217.897002,3.2,0,0,-192.170008,-232.6288516,-229.4751492,31339.4656,9.9766818,10.6858112,1.044,11.924,5.392,3.759,42.0090292,6.9610275,8.6539834
0,0,0,0,0,0,,0,0,251434640,78391708,1193928300,7120306000,374660300,0,0,0,0,0,0,0,28649.081313,533.52988,1676.21282,7281899,22476.74624,77433.975604,1448.60982,64172.7359,184.4369,211.1398,4026157.756934,484.73626,1006.31478,443498.5,3642945.48688,76808.665348,918.06064,60318.0338,128.6079,163.09006,0.6409435,7.0816166,0.8192581,0.5715738,0.4851657,276.312756,177.282882,0.2747891,0.1710979,44.5166666666667,53.709,61.835,5378.7788,973.34064,843.68906,-245.40949,-169.096402,-217.897002,3.2,0,0,-192.170008,-232.6288516,-229.4751492,31339.4656,9.9766818,10.6858112,1.044,11.924,5.392,3.759,42.0090292,6.9610275,8.6539834
0,0,0,0,0,0,,0,0,251434640,78391708,1193928300,7120306000,374660300,0,0,0,0,0,0,0,28649.081313,533.52988,1676.21282,7281899,22476.74624,77433.975604,1448.60982,64172.7359,184.4369,211.1398,4026157.756934,484.73626,1006.31478,443498.5,3642945.48688,76808.665348,918.06064,60318.0338,128.6079,163.09006,0.6409435,7.0816166,0.8192581,0.5715738,0.4851657,276.312756,177.282882,0.2747891,0.1710979,44.5166666666667,53.709,61.835,5378.7788,973.34064,843.68906,-245.40949,-169.096402,-217.897002,3.2,0,0,-192.170008,-232.6288516,-229.4751492,31339.4656,9.9766818,10.6858112,1.044,11.924,5.392,3.759,42.0090292,6.9610275,8.6539834
0,0,0,0,0,0,,0,0,251464120,78390888,1194013460,7120306000,707703580,0,0,0,0,0,0,0,251904.336959,786.242766,1472.3961,7281899,166769.60116,77433.975604,1448.60982,64172.7359,184.4369,211.1398,371307.040472,719.147148,825.99402,443498.5,85244.19502,76808.665348,918.06064,60318.0338,128.6079,163.09006,0.5477405,7.2886656,16.683322,0.8357056,0.6049627,276.312756,179.2393464,0.2747891,0.1710979,44.5166666666667,53.709,61.835,5669.7882,973.34064,843.68906,-1272.77428,-169.096402,-217.897002,2.865651,0,0,-49.403212,-232.6288516,-229.4751492,1472.07228,9.9766818,10.6858112,1.044,12.152,5.392,3.759,45.9782654,6.9610275,8.6539834
0,0,0,0,0,0,,0,0,251464120,78390888,1194013460,7120306000,707703580,0,0,0,0,0,0,0,251904.336959,786.242766,1472.3961,7281899,166769.60116,77377.668142,1467.80108,64172.7359,184.4369,211.1398,371307.040472,719.147148,825.99402,443498.5,85244.19502,76454.14298,786.42365,60318.0338,128.6079,163.09006,0.5477405,7.2886656,16.683322,0.8357056,0.6049627,276.312756,179.2393464,0.3306184,0.1654031,44.5166666666667,53.709,61.835,5669.7882,978.7,841.50936,-1272.77428,-141.984138,-14.66356,2.865651,0,0,-49.403212,-230.1480322,-231.4481018,1472.07228,9.7164284,10.4640358,1.044,12.152,5.3692,3.759,45.9782654,7.2598374,8.551366
0,0,0,0,0,0,,0,0,251464120,78390888,1194013460,7120306000,707703580,0,0,0,0,0,0,0,251904.336959,786.242766,1472.3961,7281899,166769.60116,77377.668142,1467.80108,64172.7359,184.4369,211.1398,371307.040472,719.147148,825.99402,443498.5,85244.19502,76454.14298,786.42365,60318.0338,128.6079,163.09006,0.5477405,7.2886656,16.683322,0.8357056,0.6049627,276.312756,179.2393464,0.3306184,0.1654031,44.5166666666667,53.709,61.835,5669.7882,978.7,841.50936,-1272.77428,-141.984138,-14.66356,2.865651,0,0,-49.403212,-230.1480322,-231.4481018,1472.07228,9.7164284,10.4640358,1.044,12.152,5.3692,3.759,45.9782654,7.2598374,8.551366
0,0,0,0,0,0,,0,0,251464120,78390888,1194013460,7120306000,707703580,0,0,0,0,0,0,0,251904.336959,786.242766,1472.3961,7281899,166769.60116,77377.668142,1467.80108,64172.7359,184.4369,211.1398,371307.040472,719.147148,825.99402,443498.5,85244.19502,76454.14298,786.42365,60318.0338,128.6079,163.09006,0.5477405,7.2886656,16.683322,0.8357056,0.6049627,276.312756,179.2393464,0.3306184,0.1654031,44.5166666666667,53.709,61.835,5669.7882,978.7,841.50936,-1272.77428,-141.984138,-14.66356,2.865651,0,0,-49.403212,-230.1480322,-231.4481018,1472.07228,9.7164284,10.4640358,1.044,12.152,5.3692,3.759,45.9782654,7.2598374,8.551366
0,0,0,0,0,0,,0,0,251464120,78390888,1194013460,7120306000,707703580,0,0,0,0,0,0,0,251904.336959,786.242766,1472.3961,7281899,166769.60116,77377.668142,1467.80108,64632.5715,203.7028,206.3223,371307.040472,719.147148,825.99402,443498.5,85244.19502,76454.14298,786.42365,60796.5552,148.80276,160.38739,0.5477405,7.2886656,16.683322,0.8357056,0.6049627,276.312756,179.2393464,0.3306184,0.1654031,44.4113333333333,53.984,59.887,5669.7882,978.7,841.50936,-1272.77428,-141.984138,-14.66356,2.865651,0,0,-49.403212,-230.1480322,-231.4481018,1472.07228,9.7164284,10.4640358,1.044,12.152,5.3692,3.626,45.9782654,7.2598374,8.551366
0,0,0,0,0,0,,0,0,251467400,78390888,1194208480,7120306000,778220340,0,0,0,0,0,0,0,519197.357205,547.32328,1421.66682,7281899,524151.62698,77377.668142,1467.80108,64632.5715,203.7028,206.3223,475405.22122,498.51372,925.24184,443498.5,266557.22794,76454.14298,786.42365,60796.5552,148.80276,160.38739,0.6419366,6.8779569,25.11335,0.858128,0.7463625,276.312756,35.532639,0.3306184,0.1654031,44.4113333333333,53.984,59.887,5710.1876,978.7,841.50936,-332.03108,-141.984138,-14.66356,4.0010892,0,0,-52.298974,-230.1480322,-231.4481018,1527.54178,9.7164284,10.4640358,1.044,12.494,5.3692,3.626,36.4535722,7.2598374,8.551366
