orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,xavier_disk_reads_6g-sandbox-engine-worker-1,xavier_disk_reads_monitoring-stack-smart-plug-1,raspberrypi0_disk_reads_6g-sandbox-engine-worker-1,orin_memory_[none],orin_memory_[none],orin_memory_monitoring-stack-smart-plug-1,orin_memory_powerstorm_marketing-campaign_0_client,xavier_memory_[none],xavier_memory_ubuntu,xavier_memory_ubuntu,xavier_memory_ubuntu,raspberrypi0_memory_ubuntu,raspberrypi0_memory_ubuntu,raspberrypi0_memory_[none],orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_monitoring-stack-smart-plug-1,orin_network_sent_powerstorm_marketing-campaign_0_client,xavier_network_sent_6g-sandbox-engine-worker-1,xavier_network_sent_monitoring-stack-smart-plug-1,raspberrypi0_network_sent_6g-sandbox-engine-worker-1,raspberrypi0_network_sent_monitoring-stack-stream-events-1,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_monitoring-stack-smart-plug-1,orin_network_received_powerstorm_marketing-campaign_0_client,xavier_network_received_6g-sandbox-engine-worker-1,xavier_network_received_monitoring-stack-smart-plug-1,raspberrypi0_network_received_6g-sandbox-engine-worker-1,raspberrypi0_network_received_monitoring-stack-stream-events-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_monitoring-stack-smart-plug-1,orin_cpu_powerstorm_marketing-campaign_0_client,xavier_cpu_6g-sandbox-engine-worker-1,xavier_cpu_monitoring-stack-smart-plug-1,raspberrypi0_cpu_monitoring-stack-stream-events-1,orin_temp,xavier_temp,raspberrypi0_temp,orin_memory,xavier_memory,raspberrypi0_memory,orin_disk_writes,xavier_disk_writes,raspberrypi0_disk_writes,orin_disk_reads,xavier_disk_reads,raspberrypi0_disk_reads,orin_network_sent,xavier_network_sent,raspberrypi0_network_sent,orin_network_received,xavier_network_received,raspberrypi0_network_received,orin_power,xavier_power,raspberrypi0_power,orin_cpu,xavier_cpu,raspberrypi0_cpu
,,,0,0,,,,,,32681980,136145308,164144470,523202575,0,0,0,,,,,424910.8268734,1537.99996,72187.261,257.6242,,,,,421856.7650766,936.4,70149.4011,223.3291,,,,,7.4602379,0.8676868,0.2757382,,40.95,62.809,,1072.93672,836.07032,,-49.600002,-7.2,,0,0,,-519.9885254,-228.4021474,,15.1413059,16.1136908,,4.31,3.227,,22.4243463,7.0178016
,,,0,0,,,,,,32681980,136145308,164144470,523202575,0,0,0,,,,,424910.8268734,1537.99996,72187.261,257.6242,,,,,421856.7650766,936.4,70149.4011,223.3291,,,,,7.4602379,0.8676868,0.2757382,,40.95,62.809,,1072.93672,836.07032,,-49.600002,-7.2,,0,0,,-519.9885254,-228.4021474,,15.1413059,16.1136908,,4.31,3.227,,22.4243463,7.0178016
,,,0,0,,,,,,32681980,136145308,164144470,523202575,0,0,0,,,,,424910.8268734,1537.99996,72187.261,257.6242,,,,,421856.7650766,936.4,70149.4011,223.3291,,,,,7.4602379,0.8676868,0.0729703,,40.95,62.809,,1072.93672,837.21488,,-49.600002,-5.6,,0,0,,-519.9885254,-225.1837102,,15.1413059,13.346688,,4.31,3.227,,22.4243463,5.2907537
,,,0,0,,,,,,32681980,136145308,164144470,523202575,0,0,0,,,,,424910.8268734,1537.99996,72187.261,257.6242,,,,,421856.7650766,936.4,70149.4011,223.3291,,,,,7.4602379,0.8676868,0.0729703,,40.95,62.809,,1072.93672,837.21488,,-49.600002,-5.6,,0,0,,-519.9885254,-225.1837102,,15.1413059,13.346688,,4.31,3.227,,22.4243463,5.2907537
,,,0,0,,,,,,32681980,136145308,164144470,523202575,0,0,0,,,,,424910.8268734,1537.99996,72187.261,257.6242,,,,,421856.7650766,936.4,70149.4011,223.3291,,,,,7.4602379,0.8676868,0.0729703,,40.95,62.809,,1072.93672,837.21488,,-49.600002,-5.6,,0,0,,-519.9885254,-225.1837102,,15.1413059,13.346688,,4.31,3.227,,22.4243463,5.2907537
,,,0,0,,,,,,32681980,136306686,164144470,523202575,0,0,0,,,,,393145.1030134,1402,72187.261,257.6242,,,,,390146.6692366,789.2,70149.4011,223.3291,,,,,7.4602379,1.0634951,0.0729703,,40.95,62.809,,1072.7281,837.21488,,-12,-5.6,,0,0,,-521.2434198,-225.1837102,,14.8583176,13.346688,,4.2796,3.227,,22.2051106,5.2907537
,,,0,0,,,,,,32681980,136306686,164144470,523202575,0,0,0,,,,,393145.1030134,1402,72385.527,182.3562,,,,,390146.6692366,789.2,70409.866,115.18659,,,,,7.4602379,1.0634951,0.0729703,,41.15,63.783,,1072.7281,837.21488,,-12,-5.6,,0,0,,-521.2434198,-225.1837102,,14.8583176,13.346688,,4.2796,3.246,,22.2051106,5.2907537
,,,0,0,,,,,,32681980,136306686,164144470,523202575,0,0,0,,,,,393145.1030134,1402,72385.527,182.3562,,,,,390146.6692366,789.2,70409.866,115.18659,,,,,7.4602379,1.0634951,0.4012119,,41.15,63.783,,1072.7281,835.30234,,-12,-4.8,,0,0,,-521.2434198,-226.8662796,,14.8583176,15.2216398,,4.2796,3.246,,22.2051106,8.7033295
,,,0,0,,,,,,32681980,136306686,164144470,523202575,0,0,0,,,,,393145.1030134,1402,72385.527,182.3562,,,,,390146.6692366,789.2,70409.866,115.18659,,,,,7.4602379,1.0634951,0.4012119,,41.15,63.783,,1072.7281,835.30234,,-12,-4.8,,0,0,,-521.2434198,-226.8662796,,14.8583176,15.2216398,,4.2796,3.246,,22.2051106,8.7033295
,,,0,0,,,,,,32681980,136306686,164144470,523202575,0,0,0,,,,,393145.1030134,1402,72385.527,182.3562,,,,,390146.6692366,789.2,70409.866,115.18659,,,,,7.4602379,1.0634951,0.4012119,,41.15,63.783,,1072.7281,835.30234,,-12,-4.8,,0,0,,-521.2434198,-226.8662796,,14.8583176,15.2216398,,4.2796,3.246,,22.2051106,8.7033295
,,,0,0,,,,,,32681980,136419738,164144470,523202575,0,0,0,,,,,408535.0177334,1571.79996,72385.527,182.3562,,,,,405580.5605966,969,70409.866,115.18659,,,,,7.4602379,0.9365977,0.4012119,,41.15,63.783,,1071.43046,835.30234,,-7.200001,-4.8,,0,0,,-518.9728724,-226.8662796,,14.8664994,15.2216398,,4.158,3.246,,21.5096314,8.7033295
,,,0,0,,,,,,32681980,136419738,164144470,523202575,0,0,0,,,,,408535.0177334,1571.79996,72385.527,182.3562,,,,,405580.5605966,969,70409.866,115.18659,,,,,7.4602379,0.9365977,0.4012119,,41.15,63.783,,1071.43046,835.30234,,-7.200001,-4.8,,0,0,,-518.9728724,-226.8662796,,14.8664994,15.2216398,,4.158,3.246,,21.5096314,8.7033295
,,,0,0,,,,,,32681980,136419738,164144470,523202575,0,0,0,,,,,408535.0177334,1571.79996,72385.527,182.3562,,,,,405580.5605966,969,70409.866,115.18659,,,,,7.4602379,0.9365977,0.0480407,,41.15,63.783,,1071.43046,834.5172,,-7.200001,-16.8000008,,0,0,,-518.9728724,-226.833901,,14.8664994,14.5231936,,4.158,3.246,,21.5096314,5.4477108
,,,0,0,,,,,,32681980,136419738,164144470,523202575,0,0,0,,,,,408535.0177334,1571.79996,72385.527,182.3562,,,,,405580.5605966,969,70409.866,115.18659,,,,,7.4602379,0.9365977,0.0480407,,41.15,63.783,,1071.43046,834.5172,,-7.200001,-16.8000008,,0,0,,-518.9728724,-226.833901,,14.8664994,14.5231936,,4.158,3.246,,21.5096314,5.4477108
,,,0,0,,,,,,32681980,136419738,164144470,523202575,0,0,0,,,,,408535.0177334,1571.79996,72385.527,182.3562,,,,,405580.5605966,969,70409.866,115.18659,,,,,7.4602379,0.9365977,0.0480407,,41.15,63.783,,1071.43046,834.5172,,-7.200001,-16.8000008,,0,0,,-518.9728724,-226.833901,,14.8664994,14.5231936,,4.158,3.246,,21.5096314,5.4477108
,,,0,0,,,,,,32681980,136492644,164144470,523202575,0,0,0,,,,,415697.5324134,1503.27444,72385.527,182.3562,,,,,412570.5602306,827.48508,70409.866,115.18659,,,,,7.4602379,0.9324915,0.0480407,,41.15,63.783,,1073.9711,834.5172,,-8.0000002,-16.8000008,,0,0,,-525.120147,-226.833901,,16.4531976,14.5231936,,4.158,3.246,,22.1228918,5.4477108
,,,0,0,,,,,,32681980,136492644,164144470,523202575,0,0,0,,,,,415697.5324134,1503.27444,72647.781,320.2352,,,,,412570.5602306,827.48508,70529.379,237.9463,,,,,7.4602379,0.9324915,0.0480407,40.4682720666667,41.3,61.835,,1073.9711,834.5172,,-8.0000002,-16.8000008,,0,0,,-525.120147,-226.833901,,16.4531976,14.5231936,,4.158,3.265,,22.1228918,5.4477108
,,,0,0,,,,,,32681980,136492644,164144470,523202575,0,0,0,,,,,415697.5324134,1503.27444,72647.781,320.2352,,,,,412570.5602306,827.48508,70529.379,237.9463,,,,,7.4602379,0.9324915,0.272526,40.4682720666667,41.3,61.835,,1073.9711,837.85546,,-8.0000002,-99.199995,,0,0,,-525.120147,-229.6596362,,16.4531976,16.671685,,4.158,3.265,,22.1228918,10.3335262
,,,0,0,,,,,,32681980,136492644,164144470,523202575,0,0,0,,,,,415697.5324134,1503.27444,72647.781,320.2352,,,,,412570.5602306,827.48508,70529.379,237.9463,,,,,7.4602379,0.9324915,0.272526,40.4682720666667,41.3,61.835,,1073.9711,837.85546,,-8.0000002,-99.199995,,0,0,,-525.120147,-229.6596362,,16.4531976,16.671685,,4.158,3.265,,22.1228918,10.3335262
,,,0,0,,,,,,32681980,136492644,164144470,523202575,0,0,0,,,,,415697.5324134,1503.27444,72647.781,320.2352,,,,,412570.5602306,827.48508,70529.379,237.9463,,,,,7.4602379,0.9324915,0.272526,40.4682720666667,41.3,61.835,,1073.9711,837.85546,,-8.0000002,-99.199995,,0,0,,-525.120147,-229.6596362,,16.4531976,16.671685,,4.158,3.265,,22.1228918,10.3335262
,,,0,0,,,,,,32681980,136508212,164144470,523202575,0,0,0,,,,,402711.2695334,1464.52534,72647.781,320.2352,,,,,399730.6800566,884.91492,70529.379,237.9463,,,,,7.4602379,1.1988462,0.272526,40.4682720666667,41.3,61.835,,1073.85234,837.85546,,-2.1559616,-99.199995,,0,0,,-518.4479404,-229.6596362,,15.0521104,16.671685,,4.234,3.265,,21.3264039,10.3335262
,,,0,0,,,,,,32681980,136508212,164144470,523202575,0,0,0,,,,,402711.2695334,1464.52534,72647.781,320.2352,,,,,399730.6800566,884.91492,70529.379,237.9463,,,,,7.4602379,1.1988462,0.272526,40.4682720666667,41.3,61.835,,1073.85234,837.85546,,-2.1559616,-99.199995,,0,0,,-518.4479404,-229.6596362,,15.0521104,16.671685,,4.234,3.265,,21.3264039,10.3335262
,,,0,0,,,,,,32681980,136508212,164144470,523202575,0,0,0,,,,,402711.2695334,1464.52534,72647.781,320.2352,,,,,399730.6800566,884.91492,70529.379,237.9463,,,,,7.4602379,1.1988462,0.0479975,40.4682720666667,41.3,61.835,,1073.85234,837.21796,,-2.1559616,-16,,0,0,,-518.4479404,-226.0827492,,15.0521104,13.7733692,,4.234,3.265,,21.3264039,5.6278529
,,,0,0,,,,,,32681980,136508212,164144470,523202575,0,0,0,,,,,402711.2695334,1464.52534,72647.781,320.2352,,,,,399730.6800566,884.91492,70529.379,237.9463,,,,,7.4602379,1.1988462,0.0479975,40.4682720666667,41.3,61.835,,1073.85234,837.21796,,-2.1559616,-16,,0,0,,-518.4479404,-226.0827492,,15.0521104,13.7733692,,4.234,3.265,,21.3264039,5.6278529
,,,0,0,,,,,,32681980,136508212,164144470,523202575,0,0,0,,,,,402711.2695334,1464.52534,72647.781,320.2352,,,,,399730.6800566,884.91492,70529.379,237.9463,,,,,7.4602379,1.1988462,0.0479975,40.4682720666667,41.3,61.835,,1073.85234,837.21796,,-2.1559616,-16,,0,0,,-518.4479404,-226.0827492,,15.0521104,13.7733692,,4.234,3.265,,21.3264039,5.6278529
,,,0,0,,,,,,32681980,136531966,164144470,523202575,0,0,0,,,,,424874.0656534,1415.8001,72647.781,320.2352,,,,,421795.8148166,776,70529.379,237.9463,,,,,7.4602379,0.7363118,0.0479975,40.4682720666667,41.3,61.835,,1068.3797,837.21796,,-1.0440384,-16,,0,0,,-520.4005572,-226.0827492,,15.5916576,13.7733692,,4.234,3.265,,21.4218039,5.6278529
,,,0,0,,,,,,32681980,136531966,164144470,523202575,0,0,0,,,,,424874.0656534,1415.8001,72848.529,70.77512,,,,,421795.8148166,776,70773.128,86.25572,,,,,7.4602379,0.7363118,0.0479975,40.6666666666667,41.45,62.809,,1068.3797,837.21796,,-1.0440384,-16,,0,0,,-520.4005572,-226.0827492,,15.5916576,13.7733692,,4.234,3.227,,21.4218039,5.6278529
,,,0,0,,,,,,32681980,136531966,164144470,523202575,0,0,0,,,,,424874.0656534,1415.8001,72848.529,70.77512,,,,,421795.8148166,776,70773.128,86.25572,,,,,7.4602379,0.7363118,0.3869262,40.6666666666667,41.45,62.809,,1068.3797,836.24922,,-1.0440384,-10.8572166,,0,0,,-520.4005572,-228.8145322,,15.5916576,16.7469604,,4.234,3.227,,21.4218039,8.4740532
,,,0,0,,,,,,32681980,136531966,164144470,523202575,0,0,0,,,,,424874.0656534,1415.8001,72848.529,70.77512,,,,,421795.8148166,776,70773.128,86.25572,,,,,7.4602379,0.7363118,0.3869262,40.6666666666667,41.45,62.809,,1068.3797,836.24922,,-1.0440384,-10.8572166,,0,0,,-520.4005572,-228.8145322,,15.5916576,16.7469604,,4.234,3.227,,21.4218039,8.4740532
,,,0,0,,,,,,32681980,136531966,164144470,523202575,0,0,0,,,,,424874.0656534,1415.8001,72848.529,70.77512,,,,,421795.8148166,776,70773.128,86.25572,,,,,7.4602379,0.7363118,0.3869262,40.6666666666667,41.45,62.809,,1068.3797,836.24922,,-1.0440384,-10.8572166,,0,0,,-520.4005572,-228.8145322,,15.5916576,16.7469604,,4.234,3.227,,21.4218039,8.4740532
,,,0,0,,,,,,32681980,136614708,164144470,523202575,0,0,0,,,,,342520.4738134,1525.60004,72848.529,70.77512,,,,,339970.2946126,949.6,70773.128,86.25572,,,,,7.4602379,1.0651614,0.3869262,40.6666666666667,41.45,62.809,,1067.87108,836.24922,,-12.8000002,-10.8572166,,0,0,,-519.0626222,-228.8145322,,14.560353,16.7469604,,4.082,3.227,,22.4099031,8.4740532
,,,0,0,,,,,,32681980,136614708,164144470,523202575,0,0,0,,,,,342520.4738134,1525.60004,72848.529,70.77512,,,,,339970.2946126,949.6,70773.128,86.25572,,,,,7.4602379,1.0651614,0.3869262,40.6666666666667,41.45,62.809,,1067.87108,836.24922,,-12.8000002,-10.8572166,,0,0,,-519.0626222,-228.8145322,,14.560353,16.7469604,,4.082,3.227,,22.4099031,8.4740532
,,,0,0,,,,,,32681980,136614708,164144470,523202575,0,0,0,,,,,342520.4738134,1525.60004,72848.529,70.77512,,,,,339970.2946126,949.6,70773.128,86.25572,,,,,7.4602379,1.0651614,0.0618576,40.6666666666667,41.45,62.809,,1067.87108,837.01718,,-12.8000002,-13.142784,,0,0,,-519.0626222,-224.1447694,,14.560353,13.1186976,,4.082,3.227,,22.4099031,5.19936
,,,0,0,,,,,,32681980,136614708,164144470,523202575,0,0,0,,,,,342520.4738134,1525.60004,72848.529,70.77512,,,,,339970.2946126,949.6,70773.128,86.25572,,,,,7.4602379,1.0651614,0.0618576,40.6666666666667,41.45,62.809,,1067.87108,837.01718,,-12.8000002,-13.142784,,0,0,,-519.0626222,-224.1447694,,14.560353,13.1186976,,4.082,3.227,,22.4099031,5.19936
,,,0,0,,,,,,32681980,136614708,164144470,523202575,0,0,0,,,,,342520.4738134,1525.60004,72848.529,70.77512,,,,,339970.2946126,949.6,70773.128,86.25572,,,,,7.4602379,1.0651614,0.0618576,40.6666666666667,41.45,62.809,,1067.87108,837.01718,,-12.8000002,-13.142784,,0,0,,-519.0626222,-224.1447694,,14.560353,13.1186976,,4.082,3.227,,22.4099031,5.19936
,,,0,0,,,,,,32681980,136628632,164144470,523202575,0,0,0,,,,,465512.0627734,1417.8,72848.529,70.77512,,,,,461900.2118226,776,70773.128,86.25572,,,,,7.4602379,1.067133,0.0618576,40.6666666666667,41.45,62.809,,1072.68518,837.01718,,-21.9400332,-13.142784,,0,0,,-519.7594632,-224.1447694,,15.1532157,13.1186976,,4.082,3.227,,21.664813,5.19936
,,,0,0,,,,,,32681980,136628632,164144470,523202575,0,0,0,,,,,465512.0627734,1417.8,72352.643,218.2852,,,,,461900.2118226,776,70365.655,175.3483,,,,,7.4602379,1.067133,0.0618576,40.7106666666667,41.8,61.835,,1072.68518,837.01718,,-21.9400332,-13.142784,,0,0,,-519.7594632,-224.1447694,,15.1532157,13.1186976,,4.082,3.227,,21.664813,5.19936
,,,0,0,,,,,,32681980,136628632,164144470,523202575,0,0,0,,,,,465512.0627734,1417.8,72352.643,218.2852,,,,,461900.2118226,776,70365.655,175.3483,,,,,7.4602379,1.067133,0.2534358,40.7106666666667,41.8,61.835,,1072.68518,836.65782,,-21.9400332,-110.4000066,,0,0,,-519.7594632,-226.6002236,,15.1532157,14.5284056,,4.082,3.227,,21.664813,7.3614076
,,,0,0,,,,,,32681980,136628632,164144470,523202575,0,0,0,,,,,465512.0627734,1417.8,72352.643,218.2852,,,,,461900.2118226,776,70365.655,175.3483,,,,,7.4602379,1.067133,0.2534358,40.7106666666667,41.8,61.835,,1072.68518,836.65782,,-21.9400332,-110.4000066,,0,0,,-519.7594632,-226.6002236,,15.1532157,14.5284056,,4.082,3.227,,21.664813,7.3614076
,,,0,0,,,,,,32681980,136628632,164144470,523202575,0,0,0,,,,,465512.0627734,1417.8,72352.643,218.2852,,,,,461900.2118226,776,70365.655,175.3483,,,,,7.4602379,1.067133,0.2534358,40.7106666666667,41.8,61.835,,1072.68518,836.65782,,-21.9400332,-110.4000066,,0,0,,-519.7594632,-226.6002236,,15.1532157,14.5284056,,4.082,3.227,,21.664813,7.3614076
,,,0,0,,,,,,32681980,136678602,164144470,523202575,0,0,0,,,,,351820.8877334,1571.80014,72352.643,218.2852,,,,,349481.9734166,968.99998,70365.655,175.3483,,,,,7.4602379,1.2677057,0.2534358,40.7106666666667,41.8,61.835,,1067.51018,836.65782,,-4.4599662,-110.4000066,,0,0,,-519.8563058,-226.6002236,,15.262734,14.5284056,,3.9604,3.227,,21.8583932,7.3614076
,,,0,0,,,,,,32681980,136678602,164144470,523202575,0,0,0,,,,,351820.8877334,1571.80014,72352.643,218.2852,,,,,349481.9734166,968.99998,70365.655,175.3483,,,,,7.4602379,1.2677057,0.2534358,40.7106666666667,41.8,61.835,,1067.51018,836.65782,,-4.4599662,-110.4000066,,0,0,,-519.8563058,-226.6002236,,15.262734,14.5284056,,3.9604,3.227,,21.8583932,7.3614076
,,,0,0,,,,,,32681980,136678602,164144470,523202575,0,0,0,,,,,351820.8877334,1571.80014,72352.643,218.2852,,,,,349481.9734166,968.99998,70365.655,175.3483,,,,,7.4602379,1.2677057,0.0520603,40.7106666666667,41.8,61.835,,1067.51018,837.17732,,-4.4599662,-6.4,,0,0,,-519.8563058,-227.4385624,,15.262734,17.5896784,,3.9604,3.227,,21.8583932,4.7019661
,,,0,0,,,,,,32681980,136678602,164144470,523202575,0,0,0,,,,,351820.8877334,1571.80014,72352.643,218.2852,,,,,349481.9734166,968.99998,70365.655,175.3483,,,,,7.4602379,1.2677057,0.0520603,40.7106666666667,41.8,61.835,,1067.51018,837.17732,,-4.4599662,-6.4,,0,0,,-519.8563058,-227.4385624,,15.262734,17.5896784,,3.9604,3.227,,21.8583932,4.7019661
,,,0,0,,,,,,32681980,136678602,164144470,523202575,0,0,0,,,,,351820.8877334,1571.80014,72352.643,218.2852,,,,,349481.9734166,968.99998,70365.655,175.3483,,,,,7.4602379,1.2677057,0.0520603,40.7106666666667,41.8,61.835,,1067.51018,837.17732,,-4.4599662,-6.4,,0,0,,-519.8563058,-227.4385624,,15.262734,17.5896784,,3.9604,3.227,,21.8583932,4.7019661
,,,0,0,,,,,,32681980,136679424,164144470,523202575,0,0,0,,,,,473868.4747734,1603.17508,72352.643,218.2852,,,,,470530.3045966,879.43638,70365.655,175.3483,,,,,7.4602379,0.7325622,0.0520603,40.7106666666667,41.8,61.835,,1069.08048,837.17732,,-5.599999,-6.4,,0,0,,-518.1526474,-227.4385624,,13.1755376,17.5896784,,3.93,3.227,,22.0706767,4.7019661
,,,0,0,,,,,,32681980,136679424,164144470,523202575,0,0,0,,,,,473868.4747734,1603.17508,72312.294,209.0556,,,,,470530.3045966,879.43638,70376.959,190.6009,,,,,7.4602379,0.7325622,0.0520603,40.7106666666667,41.95,62.809,,1069.08048,837.17732,,-5.599999,-6.4,,0,0,,-518.1526474,-227.4385624,,13.1755376,17.5896784,,3.93,3.36,,22.0706767,4.7019661
,,,0,0,,,,,,32681980,136679424,164144470,523202575,0,0,0,,,,,473868.4747734,1603.17508,72312.294,209.0556,,,,,470530.3045966,879.43638,70376.959,190.6009,,,,,7.4602379,0.7325622,0.2980501,40.7106666666667,41.95,62.809,,1069.08048,838.81952,,-5.599999,-52.0064684,,0,0,,-518.1526474,-230.7947374,,13.1755376,17.0161446,,3.93,3.36,,22.0706767,6.8296282
