orin_disk_reads_6g-sandbox-prometheus-1,orin_disk_reads_benchpilot-sdk-benchpilot-1,orin_disk_reads_monitoring-stack-smart-plug-1,orin_disk_reads_powerstorm_marketing-campaign_0_client,orin_disk_reads_powerstorm_marketing-campaign_0_client,server_113_disk_reads_6g-sandbox-engine-worker-1,server_114_disk_reads_6g-sandbox-engine-worker-1,server_115_disk_reads_6g-sandbox-engine-worker-1,orin_memory_ubuntu,orin_memory_[none],orin_memory_[none],orin_memory_powerstorm_marketing-campaign_0_client,orin_memory_powerstorm_marketing-campaign_0_client,server_113_memory_ubuntu,server_113_memory_ubuntu,server_114_memory_ubuntu,server_114_memory_ubuntu,server_115_memory_ubuntu,server_115_memory_ubuntu,orin_network_sent_6g-sandbox-prometheus-1,orin_network_sent_benchpilot-sdk-benchpilot-1,orin_network_sent_monitoring-stack-smart-plug-1,orin_network_sent_powerstorm_marketing-campaign_0_client,orin_network_sent_powerstorm_marketing-campaign_0_client,server_113_network_sent_6g-sandbox-engine-worker-1,server_114_network_sent_6g-sandbox-engine-worker-1,server_115_network_sent_6g-sandbox-engine-worker-1,orin_network_received_6g-sandbox-prometheus-1,orin_network_received_benchpilot-sdk-benchpilot-1,orin_network_received_monitoring-stack-smart-plug-1,orin_network_received_powerstorm_marketing-campaign_0_client,orin_network_received_powerstorm_marketing-campaign_0_client,server_113_network_received_6g-sandbox-engine-worker-1,server_114_network_received_6g-sandbox-engine-worker-1,server_115_network_received_6g-sandbox-engine-worker-1,orin_cpu_6g-sandbox-consul-1,orin_cpu_6g-sandbox-prometheus-1,orin_cpu_6g-sandbox-redis-1,orin_cpu_benchpilot-sdk-benchpilot-1,orin_cpu_monitoring-stack-smart-plug-1,orin_cpu_powerstorm_marketing-campaign_0_client,orin_cpu_powerstorm_marketing-campaign_0_client,server_113_cpu_6g-sandbox-engine-worker-1,server_114_cpu_6g-sandbox-engine-worker-1,server_115_cpu_6g-sandbox-engine-worker-1,orin_temp,orin_memory,server_113_memory,server_114_memory,server_115_memory,orin_disk_writes,server_113_disk_writes,server_114_disk_writes,server_115_disk_writes,orin_disk_reads,server_113_disk_reads,server_114_disk_reads,server_115_disk_reads,orin_network_sent,server_113_network_sent,server_114_network_sent,server_115_network_sent,orin_network_received,server_113_network_received,server_114_network_received,server_115_network_received,orin_power,orin_cpu,server_113_cpu,server_114_cpu,server_115_cpu
0,0,0,0,0,0,0,0,252720740,78393340,1123875220,1124749300,201873002,168837100,140023402,134386480,169870666.666667,107250484,168851450,18799.086285,6092.126238,1550.66678,9664.37236,174309,51589.77242,94131.6824314,51904.9254875,3697459.1802125,3747.833588,966.26012,3316642.38778,74788.22,51367.9821,93712.02196,51542.1074825,0.8094598,6.6518347,0.9151386,3.2880658,0.620083,,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5376.0962,711.86094,673.30156,603.9703,-3381.9334074,-12.0000006,-673.9279028,-25.6,0,0,0,0,-198.280614,-202.1475452,-199.5953618,-204.1949254,29093.1984,10.9741872,8.6198598,11.0878812,11.43,31.1877394,13.2584508,9.4746262,13.4485772
0,0,0,0,0,0,0,0,252720740,78393340,1123875220,1124749300,201873002,168837100,140023402,134386480,169870666.666667,107250484,168851450,18799.086285,6092.126238,1550.66678,9664.37236,174309,51589.77242,94131.6824314,51904.9254875,3697459.1802125,3747.833588,966.26012,3316642.38778,74788.22,51367.9821,93712.02196,51542.1074825,0.8094598,6.6518347,0.9151386,3.2880658,0.620083,,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5376.0962,711.86094,673.30156,603.9703,-3381.9334074,-12.0000006,-673.9279028,-25.6,0,0,0,0,-198.280614,-202.1475452,-199.5953618,-204.1949254,29093.1984,10.9741872,8.6198598,11.0878812,11.43,31.1877394,13.2584508,9.4746262,13.4485772
0,0,0,0,0,0,0,0,252720740,78393340,1123875220,1124749300,201873002,168837100,140023402,134386480,169870666.666667,107250484,168851450,18799.086285,6092.126238,1550.66678,9664.37236,174309,51589.77242,94131.6824314,51904.9254875,3697459.1802125,3747.833588,966.26012,3316642.38778,74788.22,51367.9821,93712.02196,51542.1074825,0.8094598,6.6518347,0.9151386,3.2880658,0.620083,,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5376.0962,711.86094,673.30156,603.9703,-3381.9334074,-12.0000006,-673.9279028,-25.6,0,0,0,0,-198.280614,-202.1475452,-199.5953618,-204.1949254,29093.1984,10.9741872,8.6198598,11.0878812,11.43,31.1877394,13.2584508,9.4746262,13.4485772
0,0,0,0,0,0,0,0,252720740,78393340,1123875220,1124749300,201873002,168837100,140023402,134386480,169870666.666667,107250484,168851450,18799.086285,6092.126238,1550.66678,9664.37236,174309,51589.77242,94131.6824314,51904.9254875,3697459.1802125,3747.833588,966.26012,3316642.38778,74788.22,51367.9821,93712.02196,51542.1074825,0.8094598,6.6518347,0.9151386,3.2880658,0.620083,,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5376.0962,711.86094,673.30156,603.9703,-3381.9334074,-12.0000006,-673.9279028,-25.6,0,0,0,0,-198.280614,-202.1475452,-199.5953618,-204.1949254,29093.1984,10.9741872,8.6198598,11.0878812,11.43,31.1877394,13.2584508,9.4746262,13.4485772
0,0,0,0,0,0,0,0,252800180,78393340,1124086580,1124749300,313750340,168837100,140023402,134386480,169870666.666667,108730774,168851450,27870.124687,2805.112166,1214.76638,15250.85838,174309,51589.77242,94131.6824314,34958.8635995,1579341.7246565,1777.369782,727.3,1432422.29742,74788.22,51367.9821,93712.02196,34683.2356685,0.6155328,7.0301836,0.887893,1.1468812,0.5487021,184.1424327,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5499.125,711.86094,673.30156,599.34764,-415.476512,-12.0000006,-673.9279028,-645.60004,0,0,0,0,-213.354626,-202.1475452,-199.5953618,-204.1666964,31556.8116,10.9741872,8.6198598,10.794976,11.43,39.2403393,13.2584508,9.4746262,13.7517246
0,0,0,0,0,0,0,0,252800180,78393340,1124086580,1124749300,313750340,168837100,139499108,134037504,169870666.666667,108730774,168851450,27870.124687,2805.112166,1214.76638,15250.85838,174309,51669.57252,63562.5951334,34958.8635995,1579341.7246565,1777.369782,727.3,1432422.29742,74788.22,51408.93406,63182.2298,34683.2356685,0.6155328,7.0301836,0.887893,1.1468812,0.5487021,184.1424327,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5499.125,716.52424,675.20234,599.34764,-415.476512,-7.2000008,-14.356832,-645.60004,0,0,187.05512,0,-213.354626,-201.4328412,-201.6263022,-204.1666964,31556.8116,11.363581,10.0222036,10.794976,11.43,39.2403393,12.3293885,9.0972637,13.7517246
0,0,0,0,0,0,0,0,252800180,78393340,1124086580,1124749300,313750340,168837100,139499108,134037504,169870666.666667,108730774,168851450,27870.124687,2805.112166,1214.76638,15250.85838,174309,51669.57252,63562.5951334,34958.8635995,1579341.7246565,1777.369782,727.3,1432422.29742,74788.22,51408.93406,63182.2298,34683.2356685,0.6155328,7.0301836,0.887893,1.1468812,0.5487021,184.1424327,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5499.125,716.52424,675.20234,599.34764,-415.476512,-7.2000008,-14.356832,-645.60004,0,0,187.05512,0,-213.354626,-201.4328412,-201.6263022,-204.1666964,31556.8116,11.363581,10.0222036,10.794976,11.43,39.2403393,12.3293885,9.0972637,13.7517246
0,0,0,0,0,0,0,0,252800180,78393340,1124086580,1124749300,313750340,168837100,139499108,134037504,169870666.666667,108730774,168851450,27870.124687,2805.112166,1214.76638,15250.85838,174309,51669.57252,63562.5951334,34958.8635995,1579341.7246565,1777.369782,727.3,1432422.29742,74788.22,51408.93406,63182.2298,34683.2356685,0.6155328,7.0301836,0.887893,1.1468812,0.5487021,184.1424327,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5499.125,716.52424,675.20234,599.34764,-415.476512,-7.2000008,-14.356832,-645.60004,0,0,187.05512,0,-213.354626,-201.4328412,-201.6263022,-204.1666964,31556.8116,11.363581,10.0222036,10.794976,11.43,39.2403393,12.3293885,9.0972637,13.7517246
0,0,0,0,0,0,0,0,252800180,78393340,1124086580,1124749300,313750340,168837100,139499108,134037504,169870666.666667,108730774,168851450,27870.124687,2805.112166,1214.76638,15250.85838,174309,51669.57252,63562.5951334,34958.8635995,1579341.7246565,1777.369782,727.3,1432422.29742,74788.22,51408.93406,63182.2298,34683.2356685,0.6155328,7.0301836,0.887893,1.1468812,0.5487021,184.1424327,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5499.125,716.52424,675.20234,599.34764,-415.476512,-7.2000008,-14.356832,-645.60004,0,0,187.05512,0,-213.354626,-201.4328412,-201.6263022,-204.1666964,31556.8116,11.363581,10.0222036,10.794976,11.43,39.2403393,12.3293885,9.0972637,13.7517246
0,0,0,0,0,0,0,0,252805920,78393340,1124270060,1124749300,686821360,168837100,139499108,134037504,169870666.666667,106807296,168851450,193587.049923,5660.153576,1542.2904,145918.17924,174309,51669.57252,63562.5951334,26787.9132075,2797804.6335485,3595.29041,979.63682,2297441.78798,74788.22,51408.93406,63182.2298,26545.6771825,0.5880114,7.2670476,14.9022455,1.9234757,0.7600479,194.2572838,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5807.2648,716.52424,675.20234,601.0836,-1427.14754,-7.2000008,-14.356832,-14.4000006,2.8672716,0,187.05512,29.02204,-94.453068,-201.4328412,-201.6263022,-202.1763228,1520.15336,11.363581,10.0222036,9.8776386,14.658,46.1470904,12.3293885,9.0972637,13.5364616
0,0,0,0,0,0,0,0,252805920,78393340,1124270060,1124749300,686821360,168837100,138754456,134182504,169870666.666667,106807296,168851450,193587.049923,5660.153576,1542.2904,145918.17924,174309,55306.73386,67308.8449534,26787.9132075,2797804.6335485,3595.29041,979.63682,2297441.78798,74788.22,55060.97402,66832.33136,26545.6771825,0.5880114,7.2670476,14.9022455,1.9234757,0.7600479,194.2572838,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5807.2648,718.7836,680.51014,601.0836,-1427.14754,-639.999972,-27.2,-14.4000006,2.8672716,0,122.5449,29.02204,-94.453068,-201.670099,-204.1917604,-202.1763228,1520.15336,11.4452216,12.2733386,9.8776386,14.658,46.1470904,12.3979157,9.7089799,13.5364616
0,0,0,0,0,0,0,0,252805920,78393340,1124270060,1124749300,686821360,168837100,138754456,134182504,169870666.666667,106807296,168851450,193587.049923,5660.153576,1542.2904,145918.17924,174309,55306.73386,67308.8449534,26787.9132075,2797804.6335485,3595.29041,979.63682,2297441.78798,74788.22,55060.97402,66832.33136,26545.6771825,0.5880114,7.2670476,14.9022455,1.9234757,0.7600479,194.2572838,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5807.2648,718.7836,680.51014,601.0836,-1427.14754,-639.999972,-27.2,-14.4000006,2.8672716,0,122.5449,29.02204,-94.453068,-201.670099,-204.1917604,-202.1763228,1520.15336,11.4452216,12.2733386,9.8776386,14.658,46.1470904,12.3979157,9.7089799,13.5364616
0,0,0,0,0,0,0,0,252805920,78393340,1124270060,1124749300,686821360,168837100,138754456,134182504,169870666.666667,106807296,168851450,193587.049923,5660.153576,1542.2904,145918.17924,174309,55306.73386,67308.8449534,26787.9132075,2797804.6335485,3595.29041,979.63682,2297441.78798,74788.22,55060.97402,66832.33136,26545.6771825,0.5880114,7.2670476,14.9022455,1.9234757,0.7600479,194.2572838,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5807.2648,718.7836,680.51014,601.0836,-1427.14754,-639.999972,-27.2,-14.4000006,2.8672716,0,122.5449,29.02204,-94.453068,-201.670099,-204.1917604,-202.1763228,1520.15336,11.4452216,12.2733386,9.8776386,14.658,46.1470904,12.3979157,9.7089799,13.5364616
0,0,0,0,0,0,0,0,252805920,78393340,1124270060,1124749300,686821360,168837100,138754456,134182504,169870666.666667,106807296,168851450,193587.049923,5660.153576,1542.2904,145918.17924,174309,55306.73386,67308.8449534,26787.9132075,2797804.6335485,3595.29041,979.63682,2297441.78798,74788.22,55060.97402,66832.33136,26545.6771825,0.5880114,7.2670476,14.9022455,1.9234757,0.7600479,194.2572838,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5807.2648,718.7836,680.51014,601.0836,-1427.14754,-639.999972,-27.2,-14.4000006,2.8672716,0,122.5449,29.02204,-94.453068,-201.670099,-204.1917604,-202.1763228,1520.15336,11.4452216,12.2733386,9.8776386,14.658,46.1470904,12.3979157,9.7089799,13.5364616
0,0,0,0,0,0,0,0,252834600,78393340,1124664920,1124749300,779172280,168837100,138754456,134182504,169870666.666667,110234828,168851450,577821.278685,2687.862648,1614.53882,638166.01804,174309,55306.73386,67308.8449534,31248.9474475,445984.8868945,1823.13166,945.8132,324587.96144,74788.22,55060.97402,66832.33136,30936.9181625,0.5133244,6.7848366,26.6157546,1.058342,0.6763488,34.6565388,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5863.3094,718.7836,680.51014,602.40548,-425.64626,-639.999972,-27.2,-10.8959606,3.9999214,0,122.5449,5.37796,-46.319246,-201.670099,-204.1917604,-205.4783856,1484.37064,11.4452216,12.2733386,11.6762544,14.658,34.266085,12.3979157,9.7089799,13.3317936
0,0,0,0,0,0,0,0,252834600,78393340,1124664920,1124749300,779172280,168837100,138959256,134682216,169870666.666667,110234828,168851450,577821.278685,2687.862648,1614.53882,638166.01804,174309,48049.8517,70308.7080534,31248.9474475,445984.8868945,1823.13166,945.8132,324587.96144,74788.22,47834.0883,69912.28974,30936.9181625,0.5133244,6.7848366,26.6157546,1.058342,0.6763488,34.6565388,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5863.3094,719.725,680.4742,602.40548,-425.64626,-21.6000002,-15.845916,-10.8959606,3.9999214,0,0,5.37796,-46.319246,-202.10435,-201.2622234,-205.4783856,1484.37064,11.8363904,9.6569808,11.6762544,14.658,34.266085,11.6542345,10.2569441,13.3317936
0,0,0,0,0,0,0,0,252834600,78393340,1124664920,1124749300,779172280,168837100,138959256,134682216,169870666.666667,110234828,168851450,577821.278685,2687.862648,1614.53882,638166.01804,174309,48049.8517,70308.7080534,31248.9474475,445984.8868945,1823.13166,945.8132,324587.96144,74788.22,47834.0883,69912.28974,30936.9181625,0.5133244,6.7848366,26.6157546,1.058342,0.6763488,34.6565388,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5863.3094,719.725,680.4742,602.40548,-425.64626,-21.6000002,-15.845916,-10.8959606,3.9999214,0,0,5.37796,-46.319246,-202.10435,-201.2622234,-205.4783856,1484.37064,11.8363904,9.6569808,11.6762544,14.658,34.266085,11.6542345,10.2569441,13.3317936
0,0,0,0,0,0,0,0,252834600,78393340,1124664920,1124749300,779172280,168837100,138959256,134682216,169870666.666667,110234828,168851450,577821.278685,2687.862648,1614.53882,638166.01804,174309,48049.8517,70308.7080534,31248.9474475,445984.8868945,1823.13166,945.8132,324587.96144,74788.22,47834.0883,69912.28974,30936.9181625,0.5133244,6.7848366,26.6157546,1.058342,0.6763488,34.6565388,35.0272872,1.3871524,1.4857136,0.7139145,42.5506666666667,5863.3094,719.725,680.4742,602.40548,-425.64626,-21.6000002,-15.845916,-10.8959606,3.9999214,0,0,5.37796,-46.319246,-202.10435,-201.2622234,-205.4783856,1484.37064,11.8363904,9.6569808,11.6762544,14.658,34.266085,11.6542345,10.2569441,13.3317936
0,0,0,0,0,0,0,0,252834600,78393340,1124664920,1124749300,779172280,168837100,138959256,134682216,169870666.666667,110234828,168851450,577821.278685,2687.862648,1614.53882,638166.01804,174309,48049.8517,70308.7080534,31248.9474475,445984.8868945,1823.13166,945.8132,324587.96144,74788.22,47834.0883,69912.28974,30936.9181625,0.5133244,6.7848366,26.6157546,1.058342,0.6763488,34.6565388,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5863.3094,719.725,680.4742,602.40548,-425.64626,-21.6000002,-15.845916,-10.8959606,3.9999214,0,0,5.37796,-46.319246,-202.10435,-201.2622234,-205.4783856,1484.37064,11.8363904,9.6569808,11.6762544,14.658,34.266085,11.6542345,10.2569441,13.3317936
0,0,0,0,0,0,0,0,252818220,78393340,1124646100,1124749300,781905060,168837100,138959256,134682216,169870666.666667,115868470,168851450,542767.313945,5960.838992,1354.6889,559045.2,174309,48049.8517,70308.7080534,31010.8463675,456902.8738125,3705.006958,865.8495,284211.2,74788.22,47834.0883,69912.28974,30734.8115025,0.8237225,7.962518,26.6837626,2.326594,0.875187,33.4618292,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5873.8578,719.725,680.4742,606.0164,-3738.25154,-21.6000002,-15.845916,-6.959489,3.9995818,0,0,0,-87.711776,-202.10435,-201.2622234,-203.6921454,1502.62868,11.8363904,9.6569808,10.3433546,11.8172,34.3436103,11.6542345,10.2569441,12.3154784
0,0,0,0,0,0,0,0,252818220,78393340,1124646100,1124749300,781905060,168837100,139263180,135408844,169870666.666667,115868470,168851450,542767.313945,5960.838992,1354.6889,559045.2,174309,51328.54972,66560.0730754,31010.8463675,456902.8738125,3705.006958,865.8495,284211.2,74788.22,51140.93442,66212.705596,30734.8115025,0.8237225,7.962518,26.6837626,2.326594,0.875187,33.4618292,35.0272872,1.3871524,1.4857136,0.7139145,42.5726666666667,5873.8578,720.4797,678.97186,606.0164,-3738.25154,-9.3092524,-18.5540838,-6.959489,3.9995818,0,0,0,-87.711776,-202.1752674,-200.2764046,-203.6921454,1502.62868,11.998234,9.231555,10.3433546,11.8172,34.3436103,12.7106033,8.7517313,12.3154784
